meterName;armSkuName;tier;size;family;MemoryPreservingMaintenanceSupported;HyperVGenerations;CpuArchitectureType;LowPriorityCapable;PremiumIO;ACUs;EphemeralOSDiskSupported;EncryptionAtHostSupported;CapacityReservationSupported;AcceleratedNetworkingEnabled;RdmaEnabled;MaxNetworkInterfaces;UltraSSDAvailable;unit;os;unitPricePerUnit
DC4ds_v3 Low Priority;Standard_DC4ds_v3;Standard;DC4ds_v3;standardDDCSv3Family;TRUE;V2;x64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;4;FALSE;100;Linux;0,07319
E16d v5 Low Priority;Standard_E16d_v5;Standard;E16d_v5;standardEDv5Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;0,56147
E4-2s v4;Standard_E4-2s_v4;Standard;E4-2s_v4;standardESv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;FALSE;TRUE;TRUE;TRUE;FALSE;2;TRUE;100;Linux;0,19331
E32s v4;Standard_E32s_v4;Standard;E32s_v4;standardESv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;1,547
D16plds v5;Standard_D16plds_v5;Standard;D16plds_v5;standardDPLDSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;4;TRUE;100;Linux;0,5304
D16d v5 Low Priority;Standard_D16d_v5;Standard;D16d_v5;standardDDv5Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Linux;0,14703
D2ds v5;Standard_D2ds_v5;Standard;D2ds_v5;standardDDSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;2;TRUE;100;Linux;0,09191
NC8as T4 v3;Standard_NC8as_T4_v3;Standard;NC8as_T4_v3;Standard NCASv3_T4 Family;FALSE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;8;TRUE;100;Windows;0,87711
D12/DS12;Standard_D12;Standard;D12;standardDFamily;TRUE;V1;x64;TRUE;FALSE;160;FALSE;FALSE;FALSE;FALSE;FALSE;4;null;10;Linux;0,2665
B1s;Standard_B1s;Standard;B1s;standardBSFamily;TRUE;V1,V2;x64;FALSE;TRUE;null;TRUE;TRUE;TRUE;FALSE;FALSE;2;TRUE;1000;Windows;0,011323
E32d v4;Standard_E32d_v4;Standard;E32d_v4;standardEDv4Family;TRUE;V1,V2;x64;TRUE;FALSE;195;FALSE;TRUE;TRUE;TRUE;FALSE;8;null;10;Windows;2,8067
D13 v2/DS13 v2 - Expired;Standard_D13_v2_Promo;Standard;D13_v2_Promo;standardDv2PromoFamily;TRUE;V1;x64;FALSE;FALSE;210;FALSE;FALSE;FALSE;TRUE;FALSE;8;null;10;Windows;0,7293
D4pls v5 Low Priority;Standard_D4pls_v5;Standard;D4pls_v5;standardDPLSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;2;TRUE;1000;Linux;0,023413
E4ps v5 Low Priority;Standard_E4ps_v5;Standard;E4ps_v5;standardEPSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;2;TRUE;1;Windows;0,104
E20ps v5;Standard_E20ps_v5;Standard;E20ps_v5;standardEPSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;8;TRUE;1;Windows;1,404
EC48ads_v5 Low Priority;Standard_EC48ads_v5;Standard;EC48ads_v5;standardECADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;FALSE;FALSE;8;TRUE;100;Linux;0,53937
F16s v2 Low Priority;Standard_F16s_v2;Standard;F16s_v2;standardFSv2Family;TRUE;V1,V2;x64;TRUE;TRUE;195;TRUE;TRUE;TRUE;TRUE;FALSE;4;TRUE;10;Linux;0,0936
E4 v5;Standard_E4_v5;Standard;E4_v5;standardEv5Family;TRUE;V1,V2;x64;TRUE;FALSE;null;FALSE;TRUE;TRUE;TRUE;FALSE;2;TRUE;100;Windows;0,32045
D8ds v5 Low Priority;Standard_D8ds_v5;Standard;D8ds_v5;standardDDSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;4;TRUE;100;Linux;0,07319
NC6s v3 Low Priority;Standard_NC6s_v3;Standard;NC6s_v3;standardNCSv3Family;FALSE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;4;TRUE;100;Windows;1,17546
D4 v4 Low Priority;Standard_D4_v4;Standard;D4_v4;standardDv4Family;TRUE;V1,V2;x64;TRUE;FALSE;195;FALSE;FALSE;TRUE;TRUE;FALSE;2;null;1000;Linux;0,03094
D2a v4/D2as v4 Low Priority;Standard_D2a_v4;Standard;D2a_v4;standardDAv4Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;2;null;1000;Linux;0,01547
E64-32s v4;Standard_E64-32s_v4;Standard;E64-32s_v4;standardESv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;3,094
D8as v5;Standard_D8as_v5;Standard;D8as_v5;standardDASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;TRUE;FALSE;4;TRUE;100;Windows;0,53313
M192ims_v2;Standard_M192ims_v2;Standard;M192ims_v2;standardMISMediumMemoryv2Family;FALSE;V2;x64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;8;TRUE;1;Windows;34,502
D64ds v5;Standard_D64ds_v5;Standard;D64ds_v5;standardDDSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;4,9725
A4 Low Priority;Standard_A4;Standard;A4;standardA0_A7Family;TRUE;V1;x64;FALSE;FALSE;100;FALSE;FALSE;FALSE;FALSE;FALSE;4;null;100;Linux;0,05187
D2pds v5;Standard_D2pds_v5;Standard;D2pds_v5;standardDPDSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;2;TRUE;100;Linux;0,07319
G2/GS2;Standard_G2;Standard;G2;standardGFamily;FALSE;V1;x64;TRUE;FALSE;180;FALSE;FALSE;FALSE;FALSE;FALSE;2;null;10;Linux;0,8424
L64s v3;Standard_L64s_v3;Standard;L64s_v3;standardLSv3Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;4,2432
E96as v5 Low Priority;Standard_E96as_v5;Standard;E96as_v5;standardEASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;0,8359
EC8as_v5 Low Priority;Standard_EC8as_v5;Standard;EC8as_v5;standardECASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;FALSE;FALSE;4;TRUE;100;Windows;0,2548
E64 v3/E64s v3 Low Priority;Standard_E64_v3;Standard;E64_v3;standardEv3Family;TRUE;V1;x64;TRUE;FALSE;160;FALSE;FALSE;TRUE;TRUE;FALSE;8;null;10;Linux;0,5564
E32-8ds v4;Standard_E32-8ds_v4;Standard;E32-8ds_v4;standardEDSv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;1,7901
E16-4as v5 Low Priority;Standard_E16-4as_v5;Standard;E16-4as_v5;standardEASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;0,48204
A4 v2;Standard_A4_v2;Standard;A4_v2;standardAv2Family;TRUE;V1;x64;TRUE;FALSE;100;FALSE;FALSE;TRUE;FALSE;FALSE;4;null;100;Linux;0,13195
M8ms;Standard_M8ms;Standard;M8ms;standardMSFamily;FALSE;V1,V2;x64;TRUE;TRUE;160;TRUE;TRUE;FALSE;TRUE;FALSE;4;TRUE;10;Windows;1,6328
E96ads v5 Low Priority;Standard_E96ads_v5;Standard;E96ads_v5;standardEADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;0,9815
E8-2s v4 Low Priority;Standard_E8-2s_v4;Standard;E8-2s_v4;standardESv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;FALSE;TRUE;TRUE;TRUE;FALSE;2;TRUE;100;Windows;0,25623
E16-8as_v4;Standard_E16-8as_v4;Standard;E16-8as_v4;standardEASv4Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;0,7735
NC64asT4 v3;Standard_NC64as_T4_v3;Standard;NC64as_T4_v3;Standard NCASv3_T4 Family;FALSE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;8;TRUE;10;Linux;3,6075
E64-16as_v4;Standard_E64-16as_v4;Standard;E64-16as_v4;standardEASv4Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;3,094
B1ls;Standard_B1ls;Standard;B1ls;standardBSFamily;TRUE;V1,V2;x64;FALSE;TRUE;null;TRUE;TRUE;TRUE;FALSE;FALSE;2;TRUE;1000;Linux;0,004277
E2as v5;Standard_E2as_v5;Standard;E2as_v5;standardEASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;TRUE;FALSE;2;TRUE;100;Linux;0,0871
E16-4ads v5;Standard_E16-4ads_v5;Standard;E16-4ads_v5;standardEADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;0,8177
E8-4ads v5 Low Priority;Standard_E8-4ads_v5;Standard;E8-4ads_v5;standardEADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;TRUE;FALSE;4;TRUE;100;Linux;0,08151
D48ls v5;Standard_D48ls_v5;Standard;D48ls_v5;standardDLSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;8;TRUE;10;Linux;1,7576
L16s v3 Low Priority;Standard_L16s_v3;Standard;L16s_v3;standardLSv3Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Linux;0,21203
D8a v4/D8as v4 Low Priority;Standard_D8a_v4;Standard;D8a_v4;standardDAv4Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;4;null;100;Windows;0,22516
DC2s v2 Low Priority;Standard_DC2s_v2;Standard;DC2s_v2;standardDCSv2Family;TRUE;V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;1;null;100;Windows;0,0871
NV24s v2 Low Priority;Standard_NV24s_v2;Standard;NV24s_v2;standardNVSv2Family;FALSE;V1,V2;x64;FALSE;TRUE;null;TRUE;TRUE;FALSE;FALSE;FALSE;8;null;1;Windows;0,988
E32-8as v5;Standard_E32-8as_v5;Standard;E32-8as_v5;standardEASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;1,3923
A3;Standard_A3;Standard;A3;standardA0_A7Family;TRUE;V1;x64;FALSE;FALSE;100;FALSE;FALSE;FALSE;FALSE;FALSE;2;null;100;Linux;0,12987
E8-4as v5 Low Priority;Standard_E8-4as_v5;Standard;E8-4as_v5;standardEASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;TRUE;FALSE;4;TRUE;100;Windows;0,06968
E2 v3/E2s v3;Standard_E2_v3;Standard;E2_v3;standardEv3Family;TRUE;V1;x64;TRUE;FALSE;160;FALSE;FALSE;TRUE;TRUE;FALSE;2;null;10;Linux;0,1014
DC1ds_v3;Standard_DC1ds_v3;Standard;DC1ds_v3;standardDDCSv3Family;TRUE;V2;x64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;2;FALSE;100;Windows;0,09191
E48d v5 Low Priority;Standard_E48d_v5;Standard;E48d_v5;standardEDv5Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;1,68376
E48 v5 Low Priority;Standard_E48_v5;Standard;E48_v5;standardEv5Family;TRUE;V1,V2;x64;TRUE;FALSE;null;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Linux;0,4641
E16ps v5;Standard_E16ps_v5;Standard;E16ps_v5;standardEPSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;4;TRUE;100;Linux;0,6188
E20as v5 Low Priority;Standard_E20as_v5;Standard;E20as_v5;standardEASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;0,17407
E64d v5;Standard_E64d_v5;Standard;E64d_v5;standardEDv5Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;5,6134
E48bds v5 Low Priority;Standard_E48bds_v5;Standard;E48bds_v5;standardEBDSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;1,86342
E8ads v5;Standard_E8ads_v5;Standard;E8ads_v5;standardEADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;TRUE;FALSE;4;TRUE;100;Linux;0,40885
D96ads v5 Low Priority;Standard_D96ads_v5;Standard;D96ads_v5;standardDADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;2,8379
D32a v4/D32as v4;Standard_D32a_v4;Standard;D32a_v4;standardDAv4Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;null;10;Linux;1,2389
D32ps v5;Standard_D32ps_v5;Standard;D32ps_v5;standardDPSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;8;TRUE;10;Linux;0,9906
D16pds v5;Standard_D16pds_v5;Standard;D16pds_v5;standardDPDSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;4;TRUE;100;Linux;0,58565
E16bs v5 Low Priority;Standard_E16bs_v5;Standard;E16bs_v5;standardEBSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;FALSE;TRUE;TRUE;TRUE;FALSE;4;TRUE;100;Linux;0,18434
L16as v3 Low Priority;Standard_L16as_v3;Standard;L16as_v3;standardLASv3Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;FALSE;100;Linux;0,18993
DC64ads v5;Standard_DC64ads_v5;Standard;DC64ads_v5;standardDCADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;FALSE;FALSE;FALSE;8;TRUE;10;Linux;2,9653
D8 v3/D8s v3 Low Priority;Standard_D8_v3;Standard;D8_v3;standardDv3Family;TRUE;V1;x64;TRUE;FALSE;160;FALSE;FALSE;TRUE;TRUE;FALSE;4;null;100;Linux;0,06461
E20ds v4 Low Priority;Standard_E20ds_v4;Standard;E20ds_v4;standardEDSv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;0,70174
D96s v5;Standard_D96s_v5;Standard;D96s_v5;standardDSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;3,7128
D32s v4 Low Priority;Standard_D32s_v4;Standard;D32s_v4;standardDSv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;0,90194
D32 v4 Low Priority;Standard_D32_v4;Standard;D32_v4;standardDv4Family;TRUE;V1,V2;x64;TRUE;FALSE;195;FALSE;FALSE;TRUE;TRUE;FALSE;8;null;100;Linux;0,24726
DC2as v5;Standard_DC2as_v5;Standard;DC2as_v5;standardDCASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;FALSE;FALSE;FALSE;2;TRUE;100;Windows;0,14027
E104is v5 Low Priority;Standard_E104is_v5;Standard;E104is_v5;standardEISv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;3,5334
E64-32ds v4 Low Priority;Standard_E64-32ds_v4;Standard;E64-32ds_v4;standardEDSv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;2,2451
D16s v4 Low Priority;Standard_D16s_v4;Standard;D16s_v4;standardDSv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;0,12363
E4bds v5;Standard_E4bds_v5;Standard;E4bds_v5;standardEBDSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;2;TRUE;100;Windows;0,38818
D4plds v5 Low Priority;Standard_D4plds_v5;Standard;D4plds_v5;standardDPLDSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;2;TRUE;1000;Linux;0,02652
D48 v3/D48s v3 Low Priority;Standard_D48_v3;Standard;D48_v3;standardDv3Family;TRUE;V1;x64;TRUE;FALSE;160;FALSE;FALSE;TRUE;TRUE;FALSE;8;null;10;Linux;0,3887
D48ads v5;Standard_D48ads_v5;Standard;D48ads_v5;standardDADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;3,5477
D4ps v5;Standard_D4ps_v5;Standard;D4ps_v5;standardDPSv5Family;TRUE;V2;Arm64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;2;TRUE;1;Windows;0,26
D8d v5;Standard_D8d_v5;Standard;D8d_v5;standardDDv5Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;4;TRUE;100;Windows;0,62153
D64ds v4 Low Priority;Standard_D64ds_v4;Standard;D64ds_v4;standardDDSv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;0,58786
D4d v4 Low Priority;Standard_D4d_v4;Standard;D4d_v4;standardDDv4Family;TRUE;V1,V2;x64;TRUE;FALSE;195;TRUE;TRUE;TRUE;TRUE;FALSE;2;null;1000;Linux;0,036751
E64ds v4 Low Priority;Standard_E64ds_v4;Standard;E64ds_v4;standardEDSv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;0,7163
E16pds v5 Low Priority;Standard_E16pds_v5;Standard;E16pds_v5;standardEPDSv5Family;TRUE;V2;Arm64;FALSE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;4;TRUE;1;Windows;0,494
E8as v5;Standard_E8as_v5;Standard;E8as_v5;standardEASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;TRUE;FALSE;4;TRUE;100;Windows;0,60229
A8m v2;Standard_A8m_v2;Standard;A8m_v2;standardAv2Family;TRUE;V1;x64;TRUE;FALSE;100;FALSE;FALSE;TRUE;FALSE;FALSE;8;null;100;Linux;0,41028
D2 v2/DS2 v2 - Expired;Standard_D2_v2_Promo;Standard;D2_v2_Promo;standardDv2PromoFamily;TRUE;V1;x64;FALSE;FALSE;210;FALSE;FALSE;FALSE;TRUE;FALSE;2;null;10;Windows;0,1742
L8s v3 Low Priority;Standard_L8s_v3;Standard;L8s_v3;standardLSv3Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;4;TRUE;100;Linux;0,10634
D14 v2/DS14 v2;Standard_D14_v2;Standard;D14_v2;standardDv2Family;TRUE;V1;x64;TRUE;FALSE;210;FALSE;FALSE;TRUE;TRUE;FALSE;8;null;10;Linux;1,0244
D12 v2/DS12 v2 Low Priority;Standard_D12_v2;Standard;D12_v2;standardDv2Family;TRUE;V1;x64;TRUE;FALSE;210;FALSE;FALSE;TRUE;TRUE;FALSE;4;null;10;Linux;0,0507
D64d v4;Standard_D64d_v4;Standard;D64d_v4;standardDDv4Family;TRUE;V1,V2;x64;TRUE;FALSE;195;TRUE;TRUE;TRUE;TRUE;FALSE;8;null;10;Windows;4,9725
DC8 v2 Low Priority;Standard_DC8_v2;Standard;DC8_v2;standardDCSv2Family;TRUE;V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;1;null;100;Windows;0,34944
EC64ads_v5;Standard_EC64ads_v5;Standard;EC64ads_v5;standardECADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;FALSE;FALSE;8;TRUE;10;Linux;3,5984
M16ms;Standard_M16ms;Standard;M16ms;standardMSFamily;FALSE;V1,V2;x64;TRUE;TRUE;160;TRUE;TRUE;FALSE;TRUE;FALSE;8;TRUE;10;Linux;2,7586
E4ads v5 Low Priority;Standard_E4ads_v5;Standard;E4ads_v5;standardEADSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;TRUE;TRUE;TRUE;TRUE;FALSE;2;TRUE;1000;Windows;0,1326
M128ms_v2 Low Priority;Standard_M128ms_v2;Standard;M128ms_v2;standardMSMediumMemoryv2Family;FALSE;V2;x64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;8;TRUE;10;Linux;4,7177
D48d v4 Low Priority;Standard_D48d_v4;Standard;D48d_v4;standardDDv4Family;TRUE;V1,V2;x64;TRUE;FALSE;195;TRUE;TRUE;TRUE;TRUE;FALSE;8;null;100;Windows;0,44057
DC16s_v3 Low Priority;Standard_DC16s_v3;Standard;DC16s_v3;standardDCSv3Family;TRUE;V2;x64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;8;FALSE;100;Windows;0,69823
E20s v5 Low Priority;Standard_E20s_v5;Standard;E20s_v5;standardESv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Linux;0,19331
D64s v4;Standard_D64s_v4;Standard;D64s_v4;standardDSv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;2,4752
A5;Standard_A5;Standard;A5;standardA0_A7Family;TRUE;V1;x64;FALSE;FALSE;100;FALSE;FALSE;FALSE;FALSE;FALSE;2;null;100;Windows;0,17264
M64ms Low Priority;Standard_M64ms;Standard;M64ms;standardMSFamily;FALSE;V1,V2;x64;TRUE;TRUE;160;TRUE;TRUE;FALSE;TRUE;FALSE;8;TRUE;10;Windows;5,6056
L48s v3;Standard_L48s_v3;Standard;L48s_v3;standardLSv3Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;4,7073
D64ls v5;Standard_D64ls_v5;Standard;D64ls_v5;standardDLSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;FALSE;TRUE;FALSE;TRUE;FALSE;8;TRUE;10;Windows;4,3758
EC48as_v5 Low Priority;Standard_EC48as_v5;Standard;EC48as_v5;standardECASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;FALSE;FALSE;8;TRUE;100;Linux;0,45929
D16lds v5;Standard_D16lds_v5;Standard;D16lds_v5;standardDLDSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;FALSE;TRUE;FALSE;8;TRUE;100;Windows;1,1713
E32as v5 Low Priority;Standard_E32as_v5;Standard;E32as_v5;standardEASv5Family;TRUE;V1,V2;x64;TRUE;TRUE;230;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Linux;0,27833
D96 v5 Low Priority;Standard_D96_v5;Standard;D96_v5;standardDv5Family;TRUE;V1,V2;x64;TRUE;FALSE;null;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Windows;2,7066
E16s v4;Standard_E16s_v4;Standard;E16s_v4;standardESv4Family;TRUE;V1,V2;x64;TRUE;TRUE;195;FALSE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;0,7735
DC1s v2 Low Priority;Standard_DC1s_v2;Standard;DC1s_v2;standardDCSv2Family;TRUE;V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;null;null;null;null;1000;Linux;0,01547
E32ds v5 Low Priority;Standard_E32ds_v5;Standard;E32ds_v5;standardEDSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;1,12307
E64ds v5 Low Priority;Standard_E64ds_v5;Standard;E64ds_v5;standardEDSv5Family;TRUE;V1,V2;x64;TRUE;TRUE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;10;Linux;0,7163
D16a v4/D16as v4 Low Priority;Standard_D16a_v4;Standard;D16a_v4;standardDAv4Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;null;100;Linux;0,12363
D64d v5 Low Priority;Standard_D64d_v5;Standard;D64d_v5;standardDDv5Family;TRUE;V1,V2;x64;TRUE;FALSE;null;TRUE;TRUE;TRUE;TRUE;FALSE;8;TRUE;100;Windows;1,98913
